"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"4015178-10","","廻里江橋(1)","","33.150895","130.123634","4015178-10","","0","4015178","",""
"4015177-10","","廻里津(1)","","33.154692","130.125278","4015177-10","","0","4015177","",""
"4015176-10","","柳橋(1)","","33.162294","130.13185","4015176-10","","0","4015176","",""
"4015175-10","","大井(1)","","33.167052","130.134405","4015175-10","","0","4015175","",""
"4015174-10","","干拓道(1)","","33.169123","130.135351","4015174-10","","0","4015174","",""
"4015173-10","","白石中学校前(1)","","33.174276","130.137614","4015173-10","","0","4015173","",""
"4015172-10","","廿治町(1)","","33.179268","130.13926","4015172-10","","0","4015172","",""
"4015171-10","","白石中町(1)","","33.182882","130.14014","4015171-10","","0","4015171","",""
"4015170-10","","白石(1)","","33.187064","130.140983","4015170-10","","0","4015170","",""
"4015169-10","","六角橋(1)","","33.193353","130.140643","4015169-10","","0","4015169","",""
"4015168-10","","下小田(1)","","33.198887","130.144283","4015168-10","","0","4015168","",""
"4015167-10","","八丁(1)","","33.201316","130.146502","4015167-10","","0","4015167","",""
"4015166-10","","千反松(1)","","33.207608","130.150663","4015166-10","","0","4015166","",""
"4015165-10","","江北学校入口(1)","","33.214619","130.154752","4015165-10","","0","4015165","",""
"4009080-20","","久保山(2)","","33.088617","130.105454","4009080-20","","0","4009080","",""
"4009081-20","","誕生院前(2)","","33.096618","130.10281","4009081-20","","0","4009081","",""
"4009082-20","","執行分(2)","","33.10152","130.101972","4009082-20","","0","4009082","",""
"4009083-20","","泉通り(2)","","33.104353","130.100946","4009083-20","","0","4009083","",""
"4009084-10","","鹿島本町西(1)","","33.116425","130.095177","4009084-10","","0","4009084","",""
"4009085-20","","乙丸西(2)","","33.119914","130.096891","4009085-20","","0","4009085","",""
"4009086-20","","貝の橋(2)","","33.122362","130.091544","4009086-20","","0","4009086","",""
"4009087-20","","五の宮(2)","","33.122049","130.085579","4009087-20","","0","4009087","",""
"4009088-20","","大牟田(2)","","33.123342","130.079228","4009088-20","","0","4009088","",""
"4009089-20","","真崎(2)","","33.124358","130.071949","4009089-20","","0","4009089","",""
"4009090-20","","五町田(2)","","33.125609","130.062831","4009090-20","","0","4009090","",""
"4009091-03","","嬉野市役所塩田庁舎前(3)","","33.127786","130.05867","4009091-03","","0","4009091","",""
"4009092-20","","下野辺田(2)","","33.12808","130.051006","4009092-20","","0","4009092","",""
"4009093-20","","塩田小学校前(2)","","33.126329","130.043501","4009093-20","","0","4009093","",""
"4009094-20","","宮の元(2)","","33.126853","130.039614","4009094-20","","0","4009094","",""
"4009095-20","","美野入口(2)","","33.130219","130.032539","4009095-20","","0","4009095","",""
"4009096-20","","塩吹(2)","","33.132877","130.030439","4009096-20","","0","4009096","",""
"4009097-20","","橋山入口(2)","","33.136374","130.02454","4009097-20","","0","4009097","",""
"4009098-20","","万才(2)","","33.135579","130.015931","4009098-20","","0","4009098","",""
"4009099-20","","蛍橋(2)","","33.12979","130.00683","4009099-20","","0","4009099","",""
"4009100-20","","五代(2)","","33.128058","130.004592","4009100-20","","0","4009100","",""
"4009101-20","","式浪入口(2)","","33.124634","130.002945","4009101-20","","0","4009101","",""
"4007053-20","","一位原(2)","","33.117893","130.001551","4007053-20","","0","4007053","",""
"4005042-20","","今寺(2)","","33.109554","129.99978","4005042-20","","0","4005042","",""
"4005041-20","","嬉野高校前(2)","","33.10715","129.99725","4005041-20","","0","4005041","",""
"0000002-01","","嬉野医療センター","","33.10546","129.9974","0000002-01","","0","0000002","",""
"4005040-03","","築城(3)","","33.103823","129.993868","4005040-03","","0","4005040","",""
"4005039-20","","温泉四区(2)","","33.102166","129.99218","4005039-20","","0","4005039","",""
"4006052-00","","昭和通り","","33.100807","129.989842","4006052-00","","0","4006052","",""
"4005038-20","","公会堂前(2)","","33.09988","129.987788","4005038-20","","0","4005038","",""
"4005035-20","","体育館前(2)","","33.09883","129.985393","4005035-20","","0","4005035","",""
"4005033-00","","嬉野温泉バスセンター","","33.096185","129.98176","4005033-00","","0","4005033","",""
"4005032-00","","湯の田","","33.095585","129.97879","4005032-00","","0","4005032","",""
"4005035-10","","体育館前(1)","","33.098554","129.984466","4005035-10","","0","4005035","",""
"4005038-10","","公会堂前(1)","","33.100384","129.988566","4005038-10","","0","4005038","",""
"4005039-10","","温泉四区(1)","","33.102388","129.992206","4005039-10","","0","4005039","",""
"4005040-01","","築城(1)","","33.1050619","129.994935","4005040-01","","0","4005040","",""
"4005041-10","","嬉野高校前(1)","","33.107633","129.9976","4005041-10","","0","4005041","",""
"4005042-10","","今寺(1)","","33.109714","129.999807","4005042-10","","0","4005042","",""
"4007053-10","","一位原(1)","","33.117879","130.001397","4007053-10","","0","4007053","",""
"4009101-10","","式浪入口(1)","","33.124773","130.002889","4009101-10","","0","4009101","",""
"4009100-10","","五代(1)","","33.128248","130.00481","4009100-10","","0","4009100","",""
"4009099-10","","蛍橋(1)","","33.130044","130.006846","4009099-10","","0","4009099","",""
"4009098-10","","万才(1)","","33.135206","130.014994","4009098-10","","0","4009098","",""
"4009097-10","","橋山入口(1)","","33.136543","130.024722","4009097-10","","0","4009097","",""
"4009096-10","","塩吹(1)","","33.13221","130.03079","4009096-10","","0","4009096","",""
"4009095-10","","美野入口(1)","","33.130356","130.032602","4009095-10","","0","4009095","",""
"4009094-10","","宮の元(1)","","33.126944","130.040154","4009094-10","","0","4009094","",""
"4009093-10","","塩田小学校前(1)","","33.126463","130.043627","4009093-10","","0","4009093","",""
"4009092-10","","下野辺田(1)","","33.12825","130.050937","4009092-10","","0","4009092","",""
"4009091-02","","嬉野市役所塩田庁舎前(2)","","33.126897","130.059729","4009091-02","","0","4009091","",""
"4009090-10","","五町田(1)","","33.12575","130.062744","4009090-10","","0","4009090","",""
"4009089-10","","真崎(1)","","33.124428","130.072307","4009089-10","","0","4009089","",""
"4009088-10","","大牟田(1)","","33.123441","130.079268","4009088-10","","0","4009088","",""
"4009087-10","","五の宮(1)","","33.122152","130.08543","4009087-10","","0","4009087","",""
"4009086-10","","貝の橋(1)","","33.12246","130.091606","4009086-10","","0","4009086","",""
"4009085-10","","乙丸西(1)","","33.11935","130.096731","4009085-10","","0","4009085","",""
"4009084-20","","鹿島本町西(2)","","33.116397","130.095293","4009084-20","","0","4009084","",""
"4009083-10","","泉通り(1)","","33.104504","130.101007","4009083-10","","0","4009083","",""
"4009082-10","","執行分(1)","","33.101666","130.102059","4009082-10","","0","4009082","",""
"4009081-10","","誕生院前(1)","","33.0961","130.103015","4009081-10","","0","4009081","",""
"4009080-10","","久保山(1)","","33.088588","130.105614","4009080-10","","0","4009080","",""
"4003001-02","","鹿島バスセンター 2番のりば","","33.114029","130.096888","4003001-02","","0","4003001","",""
"4011102-00","","鹿島新町","","33.111499","130.095208","4011102-00","","0","4011102","",""
"4011103-03","","公園入口(3)","","33.109744","130.094181","4011103-03","","0","4011103","",""
"4011104-20","","西牟田(2)","","33.110049","130.088485","4011104-20","","0","4011104","",""
"4011105-00","","鹿島総合庁舎前","","33.10998","130.087047","4011105-00","","0","4011105","",""
"4011106-20","","黒川(2)","","33.105481","130.084257","4011106-20","","0","4011106","",""
"4011107-20","","伏原入口(2)","","33.100207","130.080016","4011107-20","","0","4011107","",""
"4011108-20","","浅浦入口(2)","","33.09766","130.076617","4011108-20","","0","4011108","",""
"4011110-20","","平山(2)","","33.099246","130.070165","4011110-20","","0","4011110","",""
"4011111-20","","塩田分岐(2)","","33.10019","130.064757","4011111-20","","0","4011111","",""
"4011112-00","","八天社前","","33.09959","130.057314","4011112-00","","0","4011112","",""
"4011113-20","","北山(2)","","33.098645","130.052244","4011113-20","","0","4011113","",""
"4011114-00","","鳥越","","33.099861","130.043444","4011114-00","","0","4011114","",""
"4011115-20","","東吉田下(2)","","33.092207","130.027625","4011115-20","","0","4011115","",""
"4011116-00","","東吉田","","33.089314","130.026054","4011116-00","","0","4011116","",""
"4011117-00","","納戸料","","33.087106","130.020418","4011117-00","","0","4011117","",""
"4011118-20","","羽口坂(2)","","33.082218","130.01928","4011118-20","","0","4011118","",""
"4011119-00","","上皿屋","","33.083039","130.016138","4011119-00","","0","4011119","",""
"4011120-00","","下皿屋","","33.084872","130.015828","4011120-00","","0","4011120","",""
"4011121-20","","西吉田入口(2)","","33.087169","130.01459","4011121-20","","0","4011121","",""
"4011122-00","","西吉田下山","","33.089511","130.009369","4011122-00","","0","4011122","",""
"4011123-00","","兎鹿野入口","","33.095578","130.003126","4011123-00","","0","4011123","",""
"4011124-00","","中山","","33.098143","130.001567","4011124-00","","0","4011124","",""
"4006051-20","","井手川内(2)","","33.101679","129.998675","4006051-20","","0","4006051","",""
"4005034-20","","嬉野老人福祉センター前(2)","","33.098581","129.980261","4005034-20","","0","4005034","",""
"4005034-10","","嬉野老人福祉センター前(1)","","33.098004","129.980253","4005034-10","","0","4005034","",""
"4005040-02","","築城(2)","","33.10432","129.994999","4005040-02","","0","4005040","",""
"4006051-10","","井手川内(1)","","33.101752","129.9987302","4006051-10","","0","4006051","",""
"4011121-10","","西吉田入口(1)","","33.087474","130.014326","4011121-10","","0","4011121","",""
"4011118-10","","羽口坂(1)","","33.082008","130.019053","4011118-10","","0","4011118","",""
"4011115-10","","東吉田下(1)","","33.092273","130.027444","4011115-10","","0","4011115","",""
"4011113-10","","北山(1)","","33.09872","130.052109","4011113-10","","0","4011113","",""
"4011111-10","","塩田分岐(1)","","33.100391","130.065224","4011111-10","","0","4011111","",""
"4011110-10","","平山(1)","","33.099639","130.069617","4011110-10","","0","4011110","",""
"4011108-10","","浅浦入口(1)","","33.097783","130.076458","4011108-10","","0","4011108","",""
"4011107-10","","伏原入口(1)","","33.100669","130.080362","4011107-10","","0","4011107","",""
"4011106-10","","黒川(1)","","33.105677","130.084206","4011106-10","","0","4011106","",""
"4011104-10","","西牟田(1)","","33.110131","130.088608","4011104-10","","0","4011104","",""
"4011109-20","","浅浦(2)","","33.093193","130.06943","4011109-20","","0","4011109","",""
"4011109-10","","浅浦(1)","","33.093025","130.069412","4011109-10","","0","4011109","",""
"4009091-01","","嬉野市役所塩田庁舎前(1)","","33.128543","130.059205","4009091-01","","0","4009091","",""
"4030328-20","","塩田下町(2)","","33.131895","130.061274","4030328-20","","0","4030328","",""
"4030329-20","","牛間田新道(2)","","33.137248","130.063578","4030329-20","","0","4030329","",""
"4030330-20","","下久間(2)","","33.140472","130.063598","4030330-20","","0","4030330","",""
"4030331-20","","志田原(2)","","33.147408","130.062949","4030331-20","","0","4030331","",""
"4030332-20","","冬野入口(2)","","33.150796","130.064205","4030332-20","","0","4030332","",""
"4030333-20","","西山(2)","","33.157088","130.062881","4030333-20","","0","4030333","",""
"4030334-20","","北志田(2)","","33.162011","130.060988","4030334-20","","0","4030334","",""
"4030335-20","","楢崎(2)","","33.166209","130.057675","4030335-20","","0","4030335","",""
"4030336-10","","上野(1)","","33.168775","130.050783","4030336-10","","0","4030336","",""
"4030337-20","","郷の木(2)","","33.174306","130.048277","4030337-20","","0","4030337","",""
"4030338-20","","潮見(2)","","33.177713","130.045863","4030338-20","","0","4030338","",""
"4030339-20","","大谷(2)","","33.181647","130.042199","4030339-20","","0","4030339","",""
"4030340-20","","永島(2)","","33.184892","130.038203","4030340-20","","0","4030340","",""
"4030341-20","","和田団地(2)","","33.189039","130.036198","4030341-20","","0","4030341","",""
"4030342-20","","花島(2)","","33.190939","130.035078","4030342-20","","0","4030342","",""
"4030343-20","","青陵中学校前(2)","","33.192932","130.031039","4030343-20","","0","4030343","",""
"4031346-10","","武雄総合庁舎前(1)","","33.195477","130.028657","4031346-10","","0","4031346","",""
"4031346-20","","武雄総合庁舎前(2)","","33.195459","130.028918","4031346-20","","0","4031346","",""
"4030343-10","","青陵中学校前(1)","","33.19259","130.031513","4030343-10","","0","4030343","",""
"4030342-10","","花島(1)","","33.19063","130.0355","4030342-10","","0","4030342","",""
"4030341-10","","和田団地(1)","","33.18884","130.03636","4030341-10","","0","4030341","",""
"4030340-10","","永島(1)","","33.184815","130.038575","4030340-10","","0","4030340","",""
"4030339-10","","大谷(1)","","33.181833","130.042147","4030339-10","","0","4030339","",""
"4030338-10","","潮見(1)","","33.177726","130.045974","4030338-10","","0","4030338","",""
"4030337-10","","郷の木(1)","","33.174466","130.048424","4030337-10","","0","4030337","",""
"4030336-20","","上野(2)","","33.168944","130.050795","4030336-20","","0","4030336","",""
"4030335-10","","楢崎(1)","","33.166354","130.057799","4030335-10","","0","4030335","",""
"4030334-10","","北志田(1)","","33.161717","130.06135","4030334-10","","0","4030334","",""
"4030333-10","","西山(1)","","33.156988","130.062997","4030333-10","","0","4030333","",""
"4030332-10","","冬野入口(1)","","33.150758","130.064298","4030332-10","","0","4030332","",""
"4030331-10","","志田原(1)","","33.148153","130.063147","4030331-10","","0","4030331","",""
"4030330-10","","下久間(1)","","33.139926","130.063767","4030330-10","","0","4030330","",""
"4030329-10","","牛間田新道(1)","","33.135884","130.063181","4030329-10","","0","4030329","",""
"4030328-10","","塩田下町(1)","","33.132145","130.061484","4030328-10","","0","4030328","",""
"0000001-01","","宇宙科学館","","33.177826","130.035676","0000001-01","","0","0000001","",""
"4003001-04","","鹿島バスセンター 4番のりば","","33.114082","130.096822","4003001-04","","0","4003001","",""
"4011103-01","","公園入口(1)","","33.109544","130.0955","4011103-01","","0","4011103","",""
"4020191-20","","浜駅前(2)","","33.093947","130.116296","4020191-20","","0","4020191","",""
"4020192-20","","肥前浜宿前(2)","","33.092294","130.118569","4020192-20","","0","4020192","",""
"4020193-20","","浜崎(2)","","33.089745","130.121988","4020193-20","","0","4020193","",""
"4020194-20","","新方(2)","","33.088241","130.127907","4020194-20","","0","4020194","",""
"4020195-20","","西葉(2)","","33.087479","130.133128","4020195-20","","0","4020195","",""
"4020196-20","","琵琶岬橋(2)","","33.084205","130.136515","4020196-20","","0","4020196","",""
"4020197-20","","塩屋橋(2)","","33.079807","130.139856","4020197-20","","0","4020197","",""
"4020198-10","","宮道(1)","","33.078456","130.142908","4020198-10","","0","4020198","",""
"4020199-20","","道の駅鹿島前(2)","","33.075664","130.145215","4020199-20","","0","4020199","",""
"4020200-20","","音成(2)","","33.072122","130.146193","4020200-20","","0","4020200","",""
"4020201-20","","七浦郵便局前(2)","","33.069261","130.14923","4020201-20","","0","4020201","",""
"4020202-20","","七浦小学校入口(2)","","33.067049","130.150746","4020202-20","","0","4020202","",""
"4020203-20","","矢の浦(2)","","33.063612","130.154588","4020203-20","","0","4020203","",""
"4020204-20","","飯田(2)","","33.055757","130.16037","4020204-20","","0","4020204","",""
"4020205-20","","江福(2)","","33.052734","130.165756","4020205-20","","0","4020205","",""
"4020206-20","","道の駅太良前(2)","","33.046852","130.168641","4020206-20","","0","4020206","",""
"4020207-20","","伊福(2)","","33.043189","130.169883","4020207-20","","0","4020207","",""
"4020208-20","","江岡(2)","","33.038418","130.171356","4020208-20","","0","4020208","",""
"4020209-00","","太良高校正門前","","33.034696","130.170138","4020209-00","","0","4020209","",""
"4020210-20","","多良栄町・海中鳥居前(2)","","33.031826","130.175388","4020210-20","","0","4020210","",""
"4020211-20","","球場前(2)","","33.028373","130.17753","4020211-20","","0","4020211","",""
"4020212-20","","太良病院前(2)","","33.026013","130.178307","4020212-20","","0","4020212","",""
"4020230-20","","多良駅前(2)","","33.025444","130.177508","4020230-20","","0","4020230","",""
"0000004-02","","農協集荷所前（2）","","33.024609","130.177332","0000004-02","","0","0000004","",""
"0000006-02","","油津（2）","","33.023136","130.177991","0000006-02","","0","0000006","",""
"4020214-20","","太良役場前(2)","","33.019345","130.178673","4020214-20","","0","4020214","",""
"4020215-20","","糸岐本町(2)","","33.015658","130.180775","4020215-20","","0","4020215","",""
"4020216-00","","陣内","","33.01371","130.182151","4020216-00","","0","4020216","",""
"4020217-00","","亀崎","","33.011256","130.185991","4020217-00","","0","4020217","",""
"4020218-00","","破瀬の浦","","32.999428","130.187235","4020218-00","","0","4020218","",""
"4020219-20","","休石(2)","","32.991445","130.19108","4020219-20","","0","4020219","",""
"4020220-20","","里(2)","","32.989031","130.193093","4020220-20","","0","4020220","",""
"4020221-20","","野上(2)","","32.989016","130.204313","4020221-20","","0","4020221","",""
"4020222-20","","広江(2)","","32.981279","130.207416","4020222-20","","0","4020222","",""
"4020223-20","","亀の浦入口(2)","","32.978899","130.208652","4020223-20","","0","4020223","",""
"4020224-20","","大浦駅前(2)","","32.974988","130.206762","4020224-20","","0","4020224","",""
"4020225-01","","風配登山口(1)","","32.972648","130.205172","4020225-01","","0","4020225","",""
"4020226-01","","竹崎入口(1)","","32.9685289","130.204138","4020226-01","","0","4020226","",""
"4020240-00","","コロニー入口","","32.96602","130.205343","4020240-00","","0","4020240","",""
"4020241-00","","道越","","32.961151","130.216841","4020241-00","","0","4020241","",""
"0000005-01","","道越環境広場","","32.963577","130.222779","0000005-01","","0","0000005","",""
"4020242-00","","観世音横","","32.956982","130.221008","4020242-00","","0","4020242","",""
"4020243-00","","竹崎港","","32.955407","130.220234","4020243-00","","0","4020243","",""
"4020225-02","","風配登山口(2)","","32.972562","130.204999","4020225-02","","0","4020225","",""
"4020224-10","","大浦駅前(1)","","32.97558","130.206947","4020224-10","","0","4020224","",""
"4020223-10","","亀の浦入口(1)","","32.979001","130.208581","4020223-10","","0","4020223","",""
"4020222-10","","広江(1)","","32.98118","130.207343","4020222-10","","0","4020222","",""
"4020221-10","","野上(1)","","32.988788","130.204339","4020221-10","","0","4020221","",""
"4020220-10","","里(1)","","32.988721","130.193617","4020220-10","","0","4020220","",""
"4020219-10","","休石(1)","","32.991007","130.190856","4020219-10","","0","4020219","",""
"4020215-10","","糸岐本町(1)","","33.015607","130.180677","4020215-10","","0","4020215","",""
"4020214-10","","太良役場前(1)","","33.019149","130.17853","4020214-10","","0","4020214","",""
"0000006-01","","油津（1）","","33.023047","130.178039","0000006-01","","0","0000006","",""
"0000004-01","","農協集荷所前（1）","","33.024469","130.177265","0000004-01","","0","0000004","",""
"4020230-10","","多良駅前(1)","","33.025545","130.177587","4020230-10","","0","4020230","",""
"4020212-10","","太良病院前(1)","","33.025992","130.178209","4020212-10","","0","4020212","",""
"4020211-10","","球場前(1)","","33.0284","130.177375","4020211-10","","0","4020211","",""
"4020210-10","","多良栄町・海中鳥居前(1)","","33.03182","130.175237","4020210-10","","0","4020210","",""
"4020208-10","","江岡(1)","","33.038425","130.171121","4020208-10","","0","4020208","",""
"4020207-10","","伊福(1)","","33.043024","130.169819","4020207-10","","0","4020207","",""
"4020206-10","","道の駅太良前(1)","","33.048177","130.168797","4020206-10","","0","4020206","",""
"4020205-10","","江福(1)","","33.05261","130.165704","4020205-10","","0","4020205","",""
"4020204-10","","飯田(1)","","33.055738","130.160269","4020204-10","","0","4020204","",""
"4020203-10","","矢の浦(1)","","33.063474","130.154368","4020203-10","","0","4020203","",""
"4020202-10","","七浦小学校入口(1)","","33.067253","130.14981","4020202-10","","0","4020202","",""
"4020201-10","","七浦郵便局前(1)","","33.069785","130.148849","4020201-10","","0","4020201","",""
"4020200-10","","音成(1)","","33.07202","130.14598","4020200-10","","0","4020200","",""
"4020199-10","","道の駅鹿島前(1)","","33.076107","130.144922","4020199-10","","0","4020199","",""
"4020198-20","","宮道(2)","","33.078426","130.142814","4020198-20","","0","4020198","",""
"4020197-10","","塩屋橋(1)","","33.08056","130.138504","4020197-10","","0","4020197","",""
"4020196-10","","琵琶岬橋(1)","","33.084482","130.135717","4020196-10","","0","4020196","",""
"4020195-10","","西葉(1)","","33.087461","130.132781","4020195-10","","0","4020195","",""
"4020194-10","","新方(1)","","33.08798","130.128322","4020194-10","","0","4020194","",""
"4020193-10","","浜崎(1)","","33.089763","130.121493","4020193-10","","0","4020193","",""
"4020192-10","","肥前浜宿前(1)","","33.0919","130.118603","4020192-10","","0","4020192","",""
"4020191-10","","浜駅前(1)","","33.094381","130.11502","4020191-10","","0","4020191","",""
"4011103-02","","公園入口(2)","","33.109589","130.094915","4011103-02","","0","4011103","",""
"4022256-20","","鹿島市役所・エイブル前(2)","","33.104173","130.099261","4022256-20","","0","4022256","",""
"4022257-20","","末光(2)","","33.098649","130.101077","4022257-20","","0","4022257","",""
"4020399-10","","ララベル前(1)","","33.098298","130.101617","4020399-10","","0","4020399","",""
"4033398-20","","ドラモリ・コメリ前(2)","","33.099229","130.105966","4033398-20","","0","4033398","",""
"4033398-10","","ドラモリ・コメリ前(1)","","33.099","130.105382","4033398-10","","0","4033398","",""
"4020399-20","","ララベル前(2)","","33.098221","130.101886","4020399-20","","0","4020399","",""
"4022257-10","","末光(1)","","33.099004","130.100879","4022257-10","","0","4022257","",""
"4022256-10","","鹿島市役所・エイブル前(1)","","33.104584","130.098946","4022256-10","","0","4022256","",""
"3094619-20","","東佐賀(2)","","33.253737","130.313599","3094619-20","","0","3094619","",""
"4050800-00","","モラージュ佐賀","","33.252264","130.319743","4050800-00","","0","4050800","",""
"3094619-10","","東佐賀(1)","","33.25345","130.313428","3094619-10","","0","3094619","",""
"4026298-20","","御船ヶ丘小学校前(2)","","33.187259","130.026853","4026298-20","","0","4026298","",""
"4026301-20","","武雄警察署前(2)","","33.189909","130.009982","4026301-20","","0","4026301","",""
"4026302-20","","若葉台入口(2)","","33.188242","130.004863","4026302-20","","0","4026302","",""
"4026303-20","","上西山(2)","","33.186657","130.001048","4026303-20","","0","4026303","",""
"4026304-20","","下山入口(2)","","33.18408","129.994847","4026304-20","","0","4026304","",""
"4026305-20","","踊瀬(2)","","33.190744","129.983261","4026305-20","","0","4026305","",""
"4026306-20","","永尾駅前(2)","","33.193703","129.980345","4026306-20","","0","4026306","",""
"4026307-20","","小六川(2)","","33.196826","129.9687","4026307-20","","0","4026307","",""
"4007075-03","","岩井手(3)","","33.196138","129.962151","4007075-03","","0","4007075","",""
"4007076-10","","茅場(1)","","33.195953","129.960444","4007076-10","","0","4007076","",""
"4007077-00","","草場前","","33.195304","129.954615","4007077-00","","0","4007077","",""
"4007078-00","","三間坂","","33.194918","129.951232","4007078-00","","0","4007078","",""
"4007079-00","","三間坂駅前","","33.194944","129.948124","4007079-00","","0","4007079","",""
"4007076-20","","茅場(2)","","33.196043","129.960659","4007076-20","","0","4007076","",""
"4007075-01","","岩井手(1)","","33.196323","129.963195","4007075-01","","0","4007075","",""
"4026307-10","","小六川(1)","","33.196958","129.969114","4026307-10","","0","4026307","",""
"4026306-10","","永尾駅前(1)","","33.193304","129.980912","4026306-10","","0","4026306","",""
"4026305-10","","踊瀬(1)","","33.19093","129.983231","4026305-10","","0","4026305","",""
"4027308-00","","踊瀬ダム前","","33.185802","129.988034","4027308-00","","0","4027308","",""
"4026304-10","","下山入口(1)","","33.184065","129.99432","4026304-10","","0","4026304","",""
"4027309-00","","谷口眼科前","","33.185401","129.997831","4027309-00","","0","4027309","",""
"4026303-10","","上西山(1)","","33.186802","130.001155","4026303-10","","0","4026303","",""
"4026302-10","","若葉台入口(1)","","33.188303","130.00464","4026302-10","","0","4026302","",""
"4026301-10","","武雄警察署前(1)","","33.18992","130.009566","4026301-10","","0","4026301","",""
"4026298-10","","御船ヶ丘小学校前(1)","","33.187419","130.026682","4026298-10","","0","4026298","",""
"4007054-10","","三坂(1)","","33.12196","129.999139","4007054-10","","0","4007054","",""
"4007055-10","","長谷(1)","","33.128589","129.994105","4007055-10","","0","4007055","",""
"4007056-10","","小田志口(1)","","33.129785","129.992273","4007056-10","","0","4007056","",""
"4007057-10","","日出城(1)","","33.135613","129.987743","4007057-10","","0","4007057","",""
"4007059-10","","弓野(1)","","33.137399","129.981632","4007059-10","","0","4007059","",""
"4007060-20","","弓野橋(2)","","33.138742","129.978862","4007060-20","","0","4007060","",""
"4007067-00","","宮の前","","33.147246","129.975869","4007067-00","","0","4007067","",""
"4007068-00","","上高瀬","","33.151638","129.973977","4007068-00","","0","4007068","",""
"4007069-10","","犬走峠(1)","","33.164821","129.967749","4007069-10","","0","4007069","",""
"4007070-00","","犬走公民館前","","33.171086","129.969297","4007070-00","","0","4007070","",""
"4007071-10","","中郷(1)","","33.174071","129.969969","4007071-10","","0","4007071","",""
"4007072-00","","寺の前","","33.17744","129.97156","4007072-00","","0","4007072","",""
"4007073-00","","踊瀬入口","","33.180287","129.973775","4007073-00","","0","4007073","",""
"4007074-10","","山内東小学校前(1)","","33.193411","129.963596","4007074-10","","0","4007074","",""
"4007075-02","","岩井手(2)","","33.195849","129.962862","4007075-02","","0","4007075","",""
"4007074-20","","山内東小学校前(2)","","33.19285","129.964491","4007074-20","","0","4007074","",""
"4007071-20","","中郷(2)","","33.174675","129.970345","4007071-20","","0","4007071","",""
"4007069-20","","犬走峠(2)","","33.164939","129.967994","4007069-20","","0","4007069","",""
"4007059-20","","弓野(2)","","33.137219","129.982436","4007059-20","","0","4007059","",""
"4007058-00","","日出城西","","33.136877","129.987112","4007058-00","","0","4007058","",""
"4007057-20","","日出城(2)","","33.136112","129.988131","4007057-20","","0","4007057","",""
"4007056-20","","小田志口(2)","","33.129952","129.992275","4007056-20","","0","4007056","",""
"4007055-20","","長谷(2)","","33.127991","129.995214","4007055-20","","0","4007055","",""
"4007054-20","","三坂(2)","","33.122929","129.998278","4007054-20","","0","4007054","",""
"4007060-10","","弓野橋(1)","","33.137968","129.978485","4007060-10","","0","4007060","",""
"4007061-00","","西川登小学校前","","33.138078","129.971937","4007061-00","","0","4007061","",""
"4007062-00","","庭木","","33.137951","129.966929","4007062-00","","0","4007062","",""
"4007063-00","","神六","","33.14155","129.958311","4007063-00","","0","4007063","",""
"4007064-10","","上神六(1)","","33.141648","129.954463","4007064-10","","0","4007064","",""
"4007065-00","","矢筈入口","","33.141351","129.948997","4007065-00","","0","4007065","",""
"4007066-00","","矢筈","","33.154726","129.944592","4007066-00","","0","4007066","",""
"4007064-20","","上神六(2)","","33.142123","129.954061","4007064-20","","0","4007064","",""
"4005043-00","","羽白越","","33.105034","130.003942","4005043-00","","0","4005043","",""
"4005044-03","","下野公民館前(3)","","33.106339","130.005556","4005044-03","","0","4005044","",""
"4005045-00","","下野","","33.109592","130.009122","4005045-00","","0","4005045","",""
"4005046-00","","飯盛","","33.110994","130.010748","4005046-00","","0","4005046","",""
"4005047-00","","広瀬橋","","33.109331","130.015585","4005047-00","","0","4005047","",""
"4005048-00","","下永尾","","33.105829","130.017292","4005048-00","","0","4005048","",""
"4005049-00","","下吉田","","33.101879","130.019209","4005049-00","","0","4005049","",""
"4005050-00","","七ツ川内","","33.101735","130.023492","4005050-00","","0","4005050","",""
"4005037-20","","嬉野小学校入口(2)","","33.10261","129.98605","4005037-20","","0","4005037","",""
"4005036-00","","嬉野中学校前","","33.108633","129.98664","4005036-00","","0","4005036","",""
"4005037-10","","嬉野小学校入口(1)","","33.102745","129.986109","4005037-10","","0","4005037","",""
"4013130-00","","朝鍋宿","","33.221081","130.152528","4013130-00","","0","4013130","",""
"4013131-00","","土元","","33.226396","130.154426","4013131-00","","0","4013131","",""
"4013132-00","","門前","","33.232892","130.150677","4013132-00","","0","4013132","",""
"4013133-00","","花祭","","33.243972","130.152248","4013133-00","","0","4013133","",""
"4013148-00","","白木パノラマ孔園前","","33.2411","130.135468","4013148-00","","0","4013148","",""
"4013147-00","","平山","","33.236984","130.135435","4013147-00","","0","4013147","",""
"4013146-00","","岳","","33.232668","130.136133","4013146-00","","0","4013146","",""
"4013145-00","","仲町","","33.231629","130.139148","4013145-00","","0","4013145","",""
"4013144-00","","上小田集会所前","","33.229676","130.141436","4013144-00","","0","4013144","",""
"4013143-00","","上小田浄水場","","33.230222","130.143797","4013143-00","","0","4013143","",""
"4013142-00","","永林寺保育園前","","33.228649","130.144219","4013142-00","","0","4013142","",""
